1.2278125000e+00, -1.0080781925e+00, -1.0076165708e+00
1.2356250000e+00, -1.0130795469e+00, -1.0126668070e+00
1.2512500000e+00, -1.0162205060e+00, -1.0160464907e+00
1.2668750000e+00, -1.0119341403e+00, -1.0118928913e+00
1.2825000000e+00, -1.0016117978e+00, -1.0016726656e+00
1.2981250000e+00, -9.8646496805e-01, -9.8661150295e-01
1.3137500000e+00, -9.6751106173e-01, -9.6773274741e-01
1.3293750000e+00, -9.4560119930e-01, -9.4588971562e-01
1.3450000000e+00, -9.2144379328e-01, -9.2179277526e-01
1.3606250000e+00, -8.9562724307e-01, -8.9603205972e-01
1.3762500000e+00, -8.6864056797e-01, -8.6909654365e-01
1.3918750000e+00, -8.4088783088e-01, -8.4139007884e-01
1.4075000000e+00, -8.1270095579e-01, -8.1324488767e-01
1.4231250000e+00, -7.8435123720e-01, -7.8493292698e-01
1.4387500000e+00, -7.5605970969e-01, -7.5667546583e-01
1.4543750000e+00, -7.2800481209e-01, -7.2865116352e-01
1.4700000000e+00, -7.0032903309e-01, -7.0100288659e-01
1.4856250000e+00, -6.7314508503e-01, -6.7384346465e-01
1.5012500000e+00, -6.4654045672e-01, -6.4726055181e-01
1.5168750000e+00, -6.2058159048e-01, -6.2132073407e-01
1.5325000000e+00, -5.9531728605e-01, -5.9607299999e-01
1.5481250000e+00, -5.7078174857e-01, -5.7155167338e-01
1.5637500000e+00, -5.4699707248e-01, -5.4777889116e-01
1.5793750000e+00, -5.2397510911e-01, -5.2476669626e-01
1.5950000000e+00, -5.0171938888e-01, -5.0251880467e-01
1.6106250000e+00, -4.8022666137e-01, -4.8103209621e-01
1.6262500000e+00, -4.5948821931e-01, -4.6029787134e-01
1.6418750000e+00, -4.3949066322e-01, -4.4030290937e-01
1.6575000000e+00, -4.2021712432e-01, -4.2103035836e-01
1.6731250000e+00, -4.0164833201e-01, -4.0246048203e-01
1.6887500000e+00, -3.8376115301e-01, -3.8457128551e-01
1.7043750000e+00, -3.6653322401e-01, -3.6733903811e-01
1.7200000000e+00, -3.4993760411e-01, -3.5073870881e-01
1.7356250000e+00, -3.3394994085e-01, -3.3474432760e-01
1.7512500000e+00, -3.1854319100e-01, -3.1932928407e-01
1.7668750000e+00, -3.0369045430e-01, -3.0446657259e-01
1.7825000000e+00, -2.8936259126e-01, -2.9012899251e-01
1.7981250000e+00, -2.7553424452e-01, -2.7628931007e-01
1.8137500000e+00, -2.6217778085e-01, -2.6292038798e-01
1.8293750000e+00, -2.4926651704e-01, -2.4999528782e-01
1.8450000000e+00, -2.3677378242e-01, -2.3748734933e-01
1.8606250000e+00, -2.2467315383e-01, -2.2537025042e-01
1.8762500000e+00, -2.1293863253e-01, -2.1361805086e-01
1.8918750000e+00, -2.0154455381e-01, -2.0220522245e-01
1.9075000000e+00, -1.9046537138e-01, -1.9110666770e-01
1.9231250000e+00, -1.7967670943e-01, -1.8029772919e-01
1.9387500000e+00, -1.6915466109e-01, -1.6975419105e-01
1.9543750000e+00, -1.5887439295e-01, -1.5945227399e-01
1.9700000000e+00, -1.4881209741e-01, -1.4936862514e-01
1.9856250000e+00, -1.3894887159e-01, -1.3948030361e-01
2.0012500000e+00, -1.2925985832e-01, -1.2976476262e-01
2.0168750000e+00, -1.1971929880e-01, -1.2019982898e-01
2.0325000000e+00, -1.1031031224e-01, -1.1076368052e-01
2.0481250000e+00, -1.0100954269e-01, -1.0143482188e-01
2.0637500000e+00, -9.1797683431e-02, -9.2192059285e-02
2.0793750000e+00, -8.2652105912e-02, -8.3014474462e-02
2.0950000000e+00, -7.3555865732e-02, -7.3881398178e-02
2.1106250000e+00, -6.4485041860e-02, -6.4772383560e-02
2.1262500000e+00, -5.5417520104e-02, -5.5667179454e-02
2.1418750000e+00, -4.6333555875e-02, -4.6545703984e-02
2.1575000000e+00, -3.7198141548e-02, -3.7388018489e-02
2.1731250000e+00, -2.8018616763e-02, -2.8174301932e-02
2.1887500000e+00, -1.8743799966e-02, -1.8884825915e-02
2.2043750000e+00, -9.4319984728e-03, -9.4999303698e-03
2.2121875000e+00, -4.2943349258e-03, -4.7655693726e-03
