1.2278125000e+00, 7.3532611191e-05, 7.4363097606e-05
1.2356250000e+00, 1.4957160320e-04, 1.5022667809e-04
1.2512500000e+00, 3.0718847311e-04, 3.0869889437e-04
1.2668750000e+00, 4.7769061719e-04, 4.7999879420e-04
1.2825000000e+00, 6.6595582964e-04, 6.6893835001e-04
1.2981250000e+00, 8.7689349748e-04, 8.8066861488e-04
1.3137500000e+00, 1.1160622940e-03, 1.1207880242e-03
1.3293750000e+00, 1.3897129829e-03, 1.3954517916e-03
1.3450000000e+00, 1.7045618593e-03, 1.7114841558e-03
1.3606250000e+00, 2.0682299756e-03, 2.0764949908e-03
1.3762500000e+00, 2.4892156403e-03, 2.4990020892e-03
1.3918750000e+00, 2.9770516689e-03, 2.9885602393e-03
1.4075000000e+00, 3.5424492788e-03, 3.5558980569e-03
1.4231250000e+00, 4.1974236036e-03, 4.2130633622e-03
1.4387500000e+00, 4.9554686415e-03, 4.9735777348e-03
1.4543750000e+00, 5.8317257637e-03, 5.8526007048e-03
1.4700000000e+00, 6.8431380640e-03, 6.8671038484e-03
1.4856250000e+00, 8.0086368754e-03, 8.0360548501e-03
1.5012500000e+00, 9.3493409040e-03, 9.3806113489e-03
1.5168750000e+00, 1.0888763168e-02, 1.0924324113e-02
1.5325000000e+00, 1.2653016646e-02, 1.2693348772e-02
1.5481250000e+00, 1.4671031362e-02, 1.4716664953e-02
1.5637500000e+00, 1.6974794068e-02, 1.7026301256e-02
1.5793750000e+00, 1.9599569365e-02, 1.9657563996e-02
1.5950000000e+00, 2.2584121804e-02, 2.2649267058e-02
1.6106250000e+00, 2.5970949693e-02, 2.6043959571e-02
1.6262500000e+00, 2.9806503020e-02, 2.9888147318e-02
1.6418750000e+00, 3.4141382775e-02, 3.4232502956e-02
1.6575000000e+00, 3.9030577328e-02, 3.9132059081e-02
1.6731250000e+00, 4.4533592898e-02, 4.4646377092e-02
1.6887500000e+00, 5.0714593878e-02, 5.0839683452e-02
1.7043750000e+00, 5.7642513985e-02, 5.7780963523e-02
1.7200000000e+00, 6.5391080599e-02, 6.5544001482e-02
1.7356250000e+00, 7.4038794111e-02, 7.4207352929e-02
1.7512500000e+00, 8.3668849152e-02, 8.3854234719e-02
1.7668750000e+00, 9.4368844308e-02, 9.4572314174e-02
1.7825000000e+00, 1.0623055135e-01, 1.0645337716e-01
1.7981250000e+00, 1.1934940078e-01, 1.1959285155e-01
1.8137500000e+00, 1.3382382461e-01, 1.3408915927e-01
1.8293750000e+00, 1.4975444702e-01, 1.5004286647e-01
1.8450000000e+00, 1.6724293838e-01, 1.6755559707e-01
1.8606250000e+00, 1.8639075458e-01, 1.8672867064e-01
1.8762500000e+00, 2.0729745963e-01, 2.0766142018e-01
1.8918750000e+00, 2.3005855249e-01, 2.3044913995e-01
1.9075000000e+00, 2.5476306391e-01, 2.5518060706e-01
1.9231250000e+00, 2.8149076298e-01, 2.8193511400e-01
1.9387500000e+00, 3.1030851193e-01, 3.1077894114e-01
1.9543750000e+00, 3.4126625107e-01, 3.4176119039e-01
1.9700000000e+00, 3.7439215953e-01, 3.7490889168e-01
1.9856250000e+00, 4.0968669066e-01, 4.1022128370e-01
2.0012500000e+00, 4.4711556150e-01, 4.4766315965e-01
2.0168750000e+00, 4.8660291683e-01, 4.8715715584e-01
2.0325000000e+00, 5.2802278133e-01, 5.2857484830e-01
2.0481250000e+00, 5.7118903721e-01, 5.7172650733e-01
2.0637500000e+00, 6.1584236465e-01, 6.1634934425e-01
2.0793750000e+00, 6.6163760914e-01, 6.6209406685e-01
2.0950000000e+00, 7.0812934159e-01, 7.0850954121e-01
2.1106250000e+00, 7.5475420860e-01, 7.5502533624e-01
2.1262500000e+00, 8.0081092810e-01, 8.0093190519e-01
2.1418750000e+00, 8.4544066470e-01, 8.4535813309e-01
2.1575000000e+00, 8.8759532888e-01, 8.8724595254e-01
2.1731250000e+00, 9.2604980320e-01, 9.2532170086e-01
2.1887500000e+00, 9.5933753368e-01, 9.5806386008e-01
2.2043750000e+00, 9.8534567438e-01, 9.8366678657e-01
2.2121875000e+00, 9.9467630914e-01, 9.9313916309e-01
